gene_id_base	gene_name	transcript_id	clip_points_3utr	clip_points_5utr	clip_points_cds	rna_control_reads_3utr	rna_control_reads_5utr	rna_control_reads_cds	region_length_3utr	region_length_5utr	region_length_cds
ENSMUSG00000055033	Olfr420	ENSMUST00000213748.2	6	0	0	3	0	0	2458	385	963
ENSMUSG00000055041	Commd5	ENSMUST00000068407.6	194	9	22	63	6	127	229	136	672
ENSMUSG00000055044	Pdlim1	ENSMUST00000068439.13	27	0	114	67	19	213	1415	175	981
ENSMUSG00000055053	Nfic	ENSMUST00000020461.15	49	0	29	74	0	42	1963	68	1317
ENSMUSG00000055065	Ddx17	ENSMUST00000054014.9	1156	11	1666	1414	172	1825	2279	497	1956
ENSMUSG00000055067	Smyd3	ENSMUST00000128302.8	96	29	238	68	35	281	5504	83	1284
ENSMUSG00000055069	Rab39	ENSMUST00000068449.4	0	0	4	3	0	12	2203	117	651
ENSMUSG00000055078	Gabra5	ENSMUST00000068456.8	0	0	0	0	0	0	938	344	1389
ENSMUSG00000055088	Olfr354	ENSMUST00000217479.2	37	0	0	32	0	0	8140	448	951
ENSMUSG00000055095	Spink6	ENSMUST00000068473.4	0	0	0	0	0	0	197	76	315
ENSMUSG00000055102	Zfp819	ENSMUST00000032661.14	67	7	110	16	14	105	370	171	1821
ENSMUSG00000055108	Phxr2	ENSMUST00000060761.7	4	0	0	2	0	0	835	129	195
ENSMUSG00000055109	Gm15155	ENSMUST00000112542.2	0	0	0	0	0	0	222	373	414
ENSMUSG00000055114	Anxa13	ENSMUST00000227274.3	0	0	0	0	0	0	406	14	951
ENSMUSG00000055116	Arntl	ENSMUST00000047321.9	8	16	77	1	9	94	510	520	1878
ENSMUSG00000055128	Cgrrf1	ENSMUST00000068532.10	13	0	91	4	1	20	177	151	996
ENSMUSG00000055137	Sugct	ENSMUST00000068545.6	0	0	0	0	1	3	386	7	1308
ENSMUSG00000055148	Klf2	ENSMUST00000067912.8	658	0	252	883	37	1679	740	45	1062
ENSMUSG00000055150	Zfp78	ENSMUST00000207347.2	14	0	11	8	10	14	2221	126	1536
ENSMUSG00000055170	Ifng	ENSMUST00000068592.5	0	0	0	0	0	0	634	109	465
ENSMUSG00000055172	C1ra	ENSMUST00000068593.9	0	0	0	3	0	10	466	394	2121
ENSMUSG00000055177	Cstl1	ENSMUST00000109955.10	0	0	0	0	0	0	89	159	420
ENSMUSG00000055184	Fam72a	ENSMUST00000068613.5	0	62	116	0	55	44	946	798	447
ENSMUSG00000055193	Klk15	ENSMUST00000068625.5	0	0	0	0	0	0	52	31	762
ENSMUSG00000055194	Actbl2	ENSMUST00000054716.4	0	0	10	0	0	0	1489	120	1128
ENSMUSG00000055197	Fev	ENSMUST00000068631.4	0	0	0	0	0	1	570	209	711
ENSMUSG00000055198	Gm12830	ENSMUST00000137570.2	0	0	0	0	0	0	1836	0	470
ENSMUSG00000055200	Sertad3	ENSMUST00000068641.8	23	0	15	32	3	20	631	107	591
ENSMUSG00000055202	Zfp811	ENSMUST00000200914.5	32	0	14	16	6	20	1733	147	1656
ENSMUSG00000055204	Ankrd17	ENSMUST00000014421.15	285	0	2781	137	12	1415	2119	530	7809
ENSMUSG00000055210	Foxd2	ENSMUST00000068654.5	0	0	0	0	0	2	1064	52	1476
ENSMUSG00000055214	Pld5	ENSMUST00000065967.14	0	0	0	0	0	0	1525	424	1608
ENSMUSG00000055228	Zfp935	ENSMUST00000076195.7	58	9	11	14	15	27	1159	22	450
ENSMUSG00000055235	Wdr86	ENSMUST00000068693.12	6	0	15	11	4	39	840	384	1140
ENSMUSG00000055239	Kcmf1	ENSMUST00000068697.11	164	9	265	60	7	142	1758	350	1143
ENSMUSG00000055240	Zfp101	ENSMUST00000167107.10	9	0	88	6	3	40	690	133	1836
ENSMUSG00000055254	Ntrk2	ENSMUST00000079828.7	5	0	6	2	1	7	5620	661	2463
ENSMUSG00000055296	Tmem245	ENSMUST00000107609.4	0	0	599	0	0	197	3	0	2640
ENSMUSG00000055298	Ctsj	ENSMUST00000071526.6	0	0	0	0	0	0	202	70	999
ENSMUSG00000055301	Adh7	ENSMUST00000090171.7	4	0	3	0	0	1	2179	131	1122
ENSMUSG00000055302	Mrfap1	ENSMUST00000068795.4	5746	43	104	1251	262	499	1094	179	375
ENSMUSG00000055305	Zfp93	ENSMUST00000108438.10	18	0	15	1	5	34	1268	305	1935
ENSMUSG00000055312	Them7	ENSMUST00000068813.3	0	0	0	1	0	0	791	96	669
ENSMUSG00000055313	Pgbd1	ENSMUST00000099719.10	16	3	10	2	3	6	1500	538	1245
ENSMUSG00000055319	Sec23ip	ENSMUST00000042942.10	88	0	635	78	8	432	1432	79	2994
ENSMUSG00000055320	Tead1	ENSMUST00000069256.12	2227	12	654	723	9	156	8148	99	1233
ENSMUSG00000055322	Tns1	ENSMUST00000187691.7	0	14	55	33	4	87	622	319	1872
ENSMUSG00000055333	Fat2	ENSMUST00000068853.13	59	0	683	12	0	156	1360	115	13053
ENSMUSG00000055334	Snupn	ENSMUST00000068856.5	35	0	85	15	6	79	236	81	1074
ENSMUSG00000055341	Zfp457	ENSMUST00000049705.8	0	0	374	0	1	2	119	57	1941
ENSMUSG00000055357	4933400A11Rik	ENSMUST00000068874.8	0	0	0	0	0	0	102	264	864
ENSMUSG00000055360	Prl2c5	ENSMUST00000021778.14	0	0	0	0	0	0	111	67	666
ENSMUSG00000055368	Slc6a2	ENSMUST00000072939.8	8	0	0	1	0	0	4021	315	1851
ENSMUSG00000055371	Stam2	ENSMUST00000102759.8	424	12	693	149	7	342	3048	100	1569
ENSMUSG00000055373	Fut9	ENSMUST00000084770.5	1689	21	209	174	36	35	10404	653	1077
ENSMUSG00000055385	Rnf212	ENSMUST00000197384.5	0	8	0	0	0	0	0	362	537
ENSMUSG00000055401	Fbxo6	ENSMUST00000105706.8	3	0	52	21	27	201	203	850	885
ENSMUSG00000055407	Map6	ENSMUST00000207883.2	0	0	6	1	0	32	138	575	2718
ENSMUSG00000055409	Nell1	ENSMUST00000081872.13	0	0	4	1	0	2	3662	525	2430
ENSMUSG00000055415	Atp10b	ENSMUST00000077659.6	0	0	0	0	0	2	2387	16	4422
ENSMUSG00000055421	Pcdh9	ENSMUST00000193901.6	0	5	9	0	0	0	1813	705	3609
ENSMUSG00000055430	Nap1l5	ENSMUST00000059539.5	10	0	14	0	1	2	1267	109	468
ENSMUSG00000055435	Maf	ENSMUST00000069009.7	0	0	0	0	0	0	1850	233	1140
ENSMUSG00000055436	Srsf11	ENSMUST00000072875.15	293	1	422	289	3	550	1093	133	1428
ENSMUSG00000055447	Cd47	ENSMUST00000084838.14	101	5	56	11	0	14	4136	142	972
ENSMUSG00000055471	Alk	ENSMUST00000086639.6	12	0	2	2	0	4	473	118	4863
ENSMUSG00000055480	Zfp458	ENSMUST00000045969.8	26	0	32	2	1	8	1200	32	2256
ENSMUSG00000055485	Soga1	ENSMUST00000069098.7	3	0	24	13	0	35	2557	345	4962
ENSMUSG00000055489	Ano5	ENSMUST00000043944.6	6	5	0	0	0	0	4867	206	2712
ENSMUSG00000055491	Pprc1	ENSMUST00000111899.8	220	0	823	28	2	1947	262	52	4932
ENSMUSG00000055493	Epm2a	ENSMUST00000069106.5	4	0	0	0	0	1	2230	67	990
ENSMUSG00000055515	Vmn2r81	ENSMUST00000020547.10	0	0	4	0	0	0	664	102	2595
ENSMUSG00000055523	Gucy2g	ENSMUST00000069183.8	0	0	18	1	0	2	588	0	3300
ENSMUSG00000055531	Cpsf6	ENSMUST00000069168.13	1772	2	1506	437	11	779	4801	72	1653
ENSMUSG00000055538	Zcchc24	ENSMUST00000069180.8	152	0	14	73	1	30	3650	183	723
ENSMUSG00000055540	Epha6	ENSMUST00000068860.13	0	0	13	0	0	0	540	0	3390
ENSMUSG00000055541	Lair1	ENSMUST00000086401.10	0	0	0	0	0	0	1635	72	789
ENSMUSG00000055546	Timd4	ENSMUST00000068877.7	0	0	0	0	0	0	1132	12	1029
ENSMUSG00000055547	Apobec4	ENSMUST00000068875.5	0	0	0	0	0	0	200	244	1122
ENSMUSG00000055553	Kxd1	ENSMUST00000093456.12	49	18	90	99	3	96	543	142	531
ENSMUSG00000055555	Ct55	ENSMUST00000069209.2	8	1	11	4	1	5	587	132	708
ENSMUSG00000055560	Zfp459	ENSMUST00000056470.10	192	4	94	165	19	75	2453	80	801
ENSMUSG00000055561	Spink5	ENSMUST00000069245.8	0	0	0	1	0	0	1663	71	3051
ENSMUSG00000055567	Unc80	ENSMUST00000061620.17	32	0	0	1	0	8	3555	80	9978
ENSMUSG00000055571	Olfr305	ENSMUST00000213255.2	0	0	0	2	0	0	2525	267	957
ENSMUSG00000055594	5530400C23Rik	ENSMUST00000048459.8	0	0	0	0	0	0	95	35	519
ENSMUSG00000055602	Tcp10b	ENSMUST00000116666.8	0	0	0	0	0	1	378	896	1314
ENSMUSG00000055609	Hba-x	ENSMUST00000020531.9	0	0	1	0	0	0	111	264	426
ENSMUSG00000055610	Olfr307	ENSMUST00000217494.2	21	0	0	0	0	0	3280	296	939
ENSMUSG00000055612	Cdca7	ENSMUST00000102691.11	1491	9	441	510	28	612	1146	132	1146
ENSMUSG00000055629	B4galnt4	ENSMUST00000048002.7	31	2	580	16	6	528	284	170	3102
ENSMUSG00000055632	Hmcn2	ENSMUST00000113532.9	11	0	3	1	0	7	346	0	15300
ENSMUSG00000055633	Zfp580	ENSMUST00000069324.7	13	0	0	31	5	18	391	189	516
ENSMUSG00000055639	Dach1	ENSMUST00000071533.13	0	0	3	1	0	2	2732	234	2253
ENSMUSG00000055643	Ubqln5	ENSMUST00000053743.6	0	0	0	0	0	0	174	211	1530
ENSMUSG00000055652	Klhl25	ENSMUST00000171155.4	10	0	35	22	8	55	1461	175	1767
ENSMUSG00000055653	Gpc3	ENSMUST00000069360.14	140	9	1838	40	35	505	362	117	1737
ENSMUSG00000055660	Mettl4	ENSMUST00000171284.3	0	93	223	6	79	69	168	1042	1350
ENSMUSG00000055670	Zzef1	ENSMUST00000069395.7	107	0	668	49	1	385	2406	71	8673
ENSMUSG00000055675	Kbtbd11	ENSMUST00000069399.7	231	2	12	115	2	31	4032	1042	1899
ENSMUSG00000055679	Ctsr	ENSMUST00000021889.6	0	0	0	0	0	0	275	137	1002
ENSMUSG00000055681	Cope	ENSMUST00000066469.14	32	7	299	20	26	477	87	289	924
ENSMUSG00000055691	Gja6	ENSMUST00000069417.6	5	0	5	0	0	0	970	198	849
ENSMUSG00000055692	Tmem191c	ENSMUST00000164950.11	12	0	6	19	1	57	488	237	906
ENSMUSG00000055707	Klhl26	ENSMUST00000066597.13	10	0	9	12	0	32	1173	0	1818
ENSMUSG00000055717	Slain1	ENSMUST00000069443.14	80	0	51	18	4	94	999	127	1737
ENSMUSG00000055720	Ubl7	ENSMUST00000216925.2	0	9	15	16	6	173	121	58	1140
ENSMUSG00000055723	Rras2	ENSMUST00000069449.7	115	0	184	104	16	103	1385	278	612
ENSMUSG00000055725	Paqr3	ENSMUST00000112969.10	39	0	170	12	1	34	1194	130	933
ENSMUSG00000055730	Ces2a	ENSMUST00000034346.15	0	0	0	0	0	0	217	69	1674
ENSMUSG00000055733	Nap1l3	ENSMUST00000079490.6	0	0	0	3	0	3	823	382	1632
ENSMUSG00000055737	Ghr	ENSMUST00000069451.11	28	0	45	0	0	1	1985	240	1950
ENSMUSG00000055745	Rtl6	ENSMUST00000069476.5	32	0	2	34	1	1	3067	630	729
ENSMUSG00000055746	Magea2	ENSMUST00000112559.8	0	0	0	0	0	0	143	199	960
ENSMUSG00000055748	Gsdmc4	ENSMUST00000188108.7	0	0	6	0	0	0	543	102	1440
ENSMUSG00000055760	Gemin6	ENSMUST00000069486.13	248	20	92	68	82	130	387	249	498
ENSMUSG00000055761	Nkain3	ENSMUST00000119374.8	0	0	0	0	0	1	3772	252	543
ENSMUSG00000055762	Eef1d	ENSMUST00000154584.9	384	22	1200	169	76	1887	1351	118	843
ENSMUSG00000055775	Myh8	ENSMUST00000019625.12	0	0	3	0	0	9	154	184	5811
ENSMUSG00000055780	Usp26	ENSMUST00000114869.8	51	11	457	21	32	71	933	695	2505
ENSMUSG00000055782	Abcd2	ENSMUST00000069511.8	4	0	15	1	0	0	3118	191	2223
ENSMUSG00000055789	Ftdc2	ENSMUST00000053249.9	0	0	0	0	0	0	166	366	576
ENSMUSG00000055799	Tcf7l1	ENSMUST00000069536.12	32	0	176	59	12	156	985	302	1755
ENSMUSG00000055805	Fmnl1	ENSMUST00000042286.12	0	0	60	4	0	59	318	206	3282
ENSMUSG00000055809	Dnaaf3	ENSMUST00000094897.5	4	0	25	12	0	79	386	80	1758
ENSMUSG00000055811	Cldn17	ENSMUST00000069549.3	0	0	0	0	0	0	361	139	672
ENSMUSG00000055817	Mta3	ENSMUST00000067826.15	0	1	604	4	1	556	247	67	1773
ENSMUSG00000055820	Olfr967	ENSMUST00000213358.2	0	0	0	19	0	0	176	104	930
ENSMUSG00000055826	Tescl	ENSMUST00000069562.6	0	0	0	0	0	0	124	38	693
ENSMUSG00000055827	Gsdmc3	ENSMUST00000190682.7	0	0	0	0	0	0	547	153	1440
ENSMUSG00000055835	Zfp1	ENSMUST00000077791.8	36	0	126	11	32	78	454	148	1209
ENSMUSG00000055838	Olfr357	ENSMUST00000213218.2	0	0	0	0	0	0	4112	331	924
ENSMUSG00000055839	Elob	ENSMUST00000069579.7	3	27	100	125	35	838	132	51	354
ENSMUSG00000055850	Rnf181	ENSMUST00000069580.12	98	0	45	141	8	151	872	67	495
ENSMUSG00000055862	Izumo4	ENSMUST00000218184.2	0	0	0	2	1	10	225	290	681
ENSMUSG00000055865	Tafa3	ENSMUST00000139783.2	2	0	0	2	1	0	3331	589	396
ENSMUSG00000055866	Per2	ENSMUST00000069620.10	5	0	1	0	0	0	1892	170	3771
ENSMUSG00000055874	Foxi3	ENSMUST00000069634.6	0	0	0	0	0	0	6	3	1197
ENSMUSG00000055882	Abhd16b	ENSMUST00000069649.9	0	0	0	0	0	2	252	101	1422
ENSMUSG00000055884	Fancm	ENSMUST00000058889.5	184	0	2315	55	9	494	1612	100	6063
ENSMUSG00000055891	Ubl4b	ENSMUST00000052853.8	0	0	0	0	0	0	692	131	564
ENSMUSG00000055895	Oosp2	ENSMUST00000121793.2	0	0	0	0	0	0	141	32	504
ENSMUSG00000055900	Tmem69	ENSMUST00000106478.9	73	4	37	52	7	36	1069	158	735
ENSMUSG00000055912	Tmem150a	ENSMUST00000069695.9	2	0	7	4	0	19	518	215	813
ENSMUSG00000055917	Zfp277	ENSMUST00000069637.15	35	3	310	10	1	233	674	143	1371
ENSMUSG00000055923	Aasdh	ENSMUST00000120963.8	10	0	102	0	14	110	92	302	3300
ENSMUSG00000055926	Gm14137	ENSMUST00000069711.3	0	0	0	0	1	0	2071	453	543
ENSMUSG00000055932	Fto	ENSMUST00000069718.15	178	0	142	177	1	248	2007	51	1506
ENSMUSG00000055933	Oosp3	ENSMUST00000069760.13	0	0	0	0	0	0	178	44	585
ENSMUSG00000055937	Krt28	ENSMUST00000006963.3	0	0	0	0	0	1	174	64	1386
ENSMUSG00000055942	Obox7	ENSMUST00000183788.8	0	0	0	0	0	0	492	330	654
ENSMUSG00000055943	Emc7	ENSMUST00000069747.6	217	9	482	43	0	53	5032	71	723
ENSMUSG00000055945	Prr18	ENSMUST00000069742.8	36	0	0	5	0	0	2179	308	921
ENSMUSG00000055960	Skint4	ENSMUST00000106566.2	16	0	0	1	0	0	2321	230	1446
ENSMUSG00000055963	Triqk	ENSMUST00000143186.8	2	0	0	2	0	1	358	272	258
ENSMUSG00000055971	Olfr378	ENSMUST00000069790.5	0	0	0	0	0	0	431	135	942
ENSMUSG00000055976	Cldn23	ENSMUST00000060128.7	0	0	0	0	0	0	733	227	888
ENSMUSG00000055978	Fut2	ENSMUST00000069800.6	2	0	4	0	0	0	1715	199	1041
ENSMUSG00000055980	Irs1	ENSMUST00000069799.3	28	0	12	10	5	14	4528	923	3693
ENSMUSG00000055991	Zkscan5	ENSMUST00000085671.10	40	33	119	58	20	124	604	733	2457
ENSMUSG00000055994	Nod2	ENSMUST00000118370.8	0	0	11	1	0	10	1511	103	3039
ENSMUSG00000056004	Elapor2	ENSMUST00000069538.14	26	0	53	1	0	8	1465	139	3084
ENSMUSG00000056008	Gm11541	ENSMUST00000069852.2	0	0	0	0	0	0	1098	259	324
ENSMUSG00000056014	A430033K04Rik	ENSMUST00000069862.11	49	2	26	790	1	17	942	56	2040
ENSMUSG00000056018	Ccdc7b	ENSMUST00000108745.8	0	0	0	0	0	0	116	382	549
ENSMUSG00000056019	Zfp709	ENSMUST00000188685.7	164	0	67	18	1	16	4818	187	2181
ENSMUSG00000056025	Clca3a1	ENSMUST00000059091.6	10	0	0	24	0	0	699	119	2706
ENSMUSG00000056035	Cyp3a11	ENSMUST00000035918.8	0	0	0	0	0	0	644	188	1512
ENSMUSG00000056043	Rgs9bp	ENSMUST00000069912.6	0	0	0	2	3	1	5517	362	711
ENSMUSG00000056050	Mia3	ENSMUST00000194543.4	102	0	8751	36	0	852	516	24	5790
ENSMUSG00000056054	S100a8	ENSMUST00000069927.10	0	0	0	0	0	0	71	148	267
ENSMUSG00000056055	Sag	ENSMUST00000077772.12	0	0	0	0	0	2	138	372	1209
ENSMUSG00000056069	Otulinl	ENSMUST00000100739.5	60	0	8	4	0	3	1830	128	909
ENSMUSG00000056071	S100a9	ENSMUST00000117167.2	0	0	0	0	0	0	117	63	339
ENSMUSG00000056073	Grik2	ENSMUST00000218823.2	5	0	0	0	0	1	6278	425	2724
ENSMUSG00000056076	Eif3b	ENSMUST00000100507.8	150	12	3134	605	30	3721	503	33	2409
ENSMUSG00000056078	Lipm	ENSMUST00000025685.8	0	0	0	0	0	0	1294	151	1266
ENSMUSG00000056091	St3gal5	ENSMUST00000114112.4	86	0	23	10	1	16	904	374	1161
ENSMUSG00000056115	Tas2r134	ENSMUST00000070028.3	0	0	0	0	0	0	4	0	894
ENSMUSG00000056116	H2-T22	ENSMUST00000080015.12	0	14	13	7	5	50	345	279	1137
ENSMUSG00000056121	Fez2	ENSMUST00000070039.14	25	3	44	47	2	76	847	48	1044
ENSMUSG00000056124	B4galt6	ENSMUST00000070080.6	1972	13	830	214	63	186	3725	937	1146
ENSMUSG00000056130	Ticam2	ENSMUST00000070084.11	87	0	16	9	8	5	3032	476	696
ENSMUSG00000056131	Pgm3	ENSMUST00000070064.11	40	0	215	312	34	288	940	100	1626
ENSMUSG00000056133	Unc93a2	ENSMUST00000070059.5	0	0	0	1	0	2	980	295	1374
ENSMUSG00000056144	Trim34a	ENSMUST00000060315.12	0	0	2	0	4	12	787	348	1455
ENSMUSG00000056148	Rdh9	ENSMUST00000052652.7	4	0	0	4	0	0	1667	80	951
ENSMUSG00000056153	Socs6	ENSMUST00000070116.12	328	22	126	41	32	157	4022	415	1599
ENSMUSG00000056155	Nanos3	ENSMUST00000070102.6	0	0	6	2	0	11	175	21	534
ENSMUSG00000056158	Car10	ENSMUST00000107863.4	0	0	0	0	0	0	1414	936	984
ENSMUSG00000056162	Cndp1	ENSMUST00000070139.9	0	0	0	0	0	0	1082	271	1476
ENSMUSG00000056167	Cnot10	ENSMUST00000070117.8	100	12	459	117	61	724	487	134	2232
ENSMUSG00000056174	Col8a2	ENSMUST00000070132.7	8	0	7	9	0	1	2035	200	2097
ENSMUSG00000056184	Olfr283	ENSMUST00000215830.2	2	7	0	0	0	1	483	982	927
ENSMUSG00000056185	Snx32	ENSMUST00000070172.6	0	0	19	0	2	18	324	167	1212
ENSMUSG00000056197	4931417E11Rik	ENSMUST00000070163.6	0	0	0	0	0	0	77	103	915
ENSMUSG00000056201	Cfl1	ENSMUST00000209469.2	1443	154	1841	1758	381	3679	1711	145	498
ENSMUSG00000056203	Tas2r135	ENSMUST00000070178.5	0	0	0	0	0	0	35	95	963
ENSMUSG00000056204	Pgpep1	ENSMUST00000070173.9	111	1	41	90	2	73	4161	95	627
ENSMUSG00000056209	Npm3	ENSMUST00000070215.8	252	1	76	223	6	589	328	35	525
ENSMUSG00000056211	R3hdm1	ENSMUST00000187900.7	77	111	802	30	63	159	1926	409	1647
ENSMUSG00000056214	Pard6g	ENSMUST00000070219.9	54	0	40	23	2	44	1820	181	1146
ENSMUSG00000056215	Lrguk	ENSMUST00000070189.10	0	0	19	0	0	10	589	9	2460
ENSMUSG00000056216	Cebpg	ENSMUST00000130491.3	719	44	85	139	10	23	3965	294	450
ENSMUSG00000056220	Pla2g4a	ENSMUST00000070200.15	9	13	54	1	2	13	446	166	2244
ENSMUSG00000056222	Spock1	ENSMUST00000186271.7	0	0	4	0	0	0	588	100	1317
ENSMUSG00000056223	Spata31	ENSMUST00000070216.9	0	0	1	0	0	0	113	77	3042
ENSMUSG00000056228	Cars2	ENSMUST00000049461.7	0	0	200	5	1	255	140	106	1656
ENSMUSG00000056234	Ncoa4	ENSMUST00000163336.8	896	14	32	259	56	688	2030	160	1875
ENSMUSG00000056258	Kcnq3	ENSMUST00000070256.9	9	0	12	2	0	1	8787	418	2619
ENSMUSG00000056260	Lrif1	ENSMUST00000106736.3	4	8	90	9	5	9	732	226	711
ENSMUSG00000056267	Cep70	ENSMUST00000093795.10	142	13	279	20	15	152	618	140	1848
ENSMUSG00000056268	Dennd1b	ENSMUST00000094505.6	914	35	524	121	17	115	5748	252	2073
ENSMUSG00000056270	Prr9	ENSMUST00000070284.4	0	0	0	0	0	0	780	55	348
ENSMUSG00000056271	Lman1l	ENSMUST00000093832.11	0	0	0	0	0	10	66	104	1515
ENSMUSG00000056281	Olfr1322	ENSMUST00000217355.3	5	0	0	7	0	0	2481	475	930
ENSMUSG00000056290	Ms4a4b	ENSMUST00000035258.10	0	0	0	0	0	0	3959	113	678
ENSMUSG00000056293	Gsdmc2	ENSMUST00000188691.2	0	0	0	0	0	0	399	323	1440
ENSMUSG00000056296	Synpr	ENSMUST00000070323.12	0	0	0	0	0	0	1481	205	855
ENSMUSG00000056300	Zfp981	ENSMUST00000105735.9	282	26	643	639	272	502	1438	265	1335
ENSMUSG00000056305	Usp39	ENSMUST00000070345.5	37	0	433	101	3	276	517	35	1692
ENSMUSG00000056306	Sertm1	ENSMUST00000070342.4	12	0	0	2	0	1	2211	551	321
ENSMUSG00000056310	Tyw1	ENSMUST00000040213.13	119	169	1496	50	24	594	726	155	2163
ENSMUSG00000056313	Tcim	ENSMUST00000052622.6	8	0	0	0	0	0	1399	88	318
ENSMUSG00000056328	Myh1	ENSMUST00000124516.8	0	0	0	0	0	15	109	146	5826
ENSMUSG00000056342	Usp34	ENSMUST00000180046.8	418	11	12931	95	9	2433	1375	79	10746
ENSMUSG00000056350	Krtap13-1	ENSMUST00000060494.8	0	0	0	0	0	0	218	28	504
ENSMUSG00000056367	Actr3b	ENSMUST00000088244.6	59	0	110	11	9	75	399	59	1254
ENSMUSG00000056370	Sftpb	ENSMUST00000183018.8	0	0	0	0	0	0	413	15	1062
ENSMUSG00000056379	Taar1	ENSMUST00000051532.5	0	0	0	0	0	0	68	50	996
ENSMUSG00000056380	Gpr50	ENSMUST00000070449.6	5	0	1	0	0	1	1171	125	1773
ENSMUSG00000056383	AI987944	ENSMUST00000071804.10	126	0	70	34	0	34	1422	31	1218
ENSMUSG00000056394	Lig1	ENSMUST00000177588.10	164	26	913	140	31	2185	152	274	2748
ENSMUSG00000056399	Prss34	ENSMUST00000037453.4	0	0	0	0	0	0	166	100	954
ENSMUSG00000056413	Adap1	ENSMUST00000110865.2	99	0	128	97	2	194	1175	260	1122
ENSMUSG00000056423	Uts2b	ENSMUST00000070531.8	0	0	0	0	0	0	393	103	339
ENSMUSG00000056426	Nat3	ENSMUST00000070514.4	0	0	0	0	0	0	287	238	870
ENSMUSG00000056427	Slit3	ENSMUST00000069837.4	6	2	240	3	3	110	368	291	4569
ENSMUSG00000056429	Tgoln1	ENSMUST00000070524.5	1451	14	424	139	0	64	3676	278	1059
ENSMUSG00000056436	Cyct	ENSMUST00000028430.6	0	29	65	0	2	8	149	191	315
ENSMUSG00000056457	Prl2c3	ENSMUST00000099805.3	0	0	0	0	0	0	118	67	672
ENSMUSG00000056458	Mok	ENSMUST00000070565.15	4	0	64	20	5	98	246	187	1260
ENSMUSG00000056459	Zbtb25	ENSMUST00000176278.8	22	0	92	9	10	57	185	170	1317
ENSMUSG00000056476	Med12l	ENSMUST00000040846.15	0	0	34	0	0	9	1103	376	2268
ENSMUSG00000056481	Cd248	ENSMUST00000070630.8	0	0	0	0	0	1	262	48	2295
ENSMUSG00000056486	Chn1	ENSMUST00000112024.10	93	0	153	27	4	128	2368	305	1377
ENSMUSG00000056487	Mettl7a2	ENSMUST00000088142.6	4	0	1	12	0	13	1058	10	732
ENSMUSG00000056492	Adgrf5	ENSMUST00000113599.2	30	0	30	1	0	5	4225	266	4044
ENSMUSG00000056493	Foxk1	ENSMUST00000072837.7	186	0	78	146	0	74	5258	24	2157
ENSMUSG00000056494	Cngb3	ENSMUST00000102999.2	0	0	0	0	0	0	2543	83	2082
ENSMUSG00000056498	Tmem154	ENSMUST00000107682.2	0	0	0	3	1	0	2639	160	543
ENSMUSG00000056501	Cebpb	ENSMUST00000070642.4	23	0	5	7	0	26	509	107	888
ENSMUSG00000056508	1700001K19Rik	ENSMUST00000070659.7	0	0	6	0	0	0	122	176	657
ENSMUSG00000056509	Gm9999	ENSMUST00000070660.11	0	0	0	0	0	0	157	170	159
ENSMUSG00000056515	Rab31	ENSMUST00000070673.9	213	3	60	166	3	68	2680	208	585
ENSMUSG00000056529	Ptafr	ENSMUST00000070690.8	0	0	1	11	0	0	2360	254	1023
ENSMUSG00000056531	Ccdc18	ENSMUST00000047677.9	17	0	510	12	8	80	883	88	4365
ENSMUSG00000056536	Pign	ENSMUST00000186485.7	213	5	345	89	24	108	3581	385	2793
ENSMUSG00000056537	Rlim	ENSMUST00000121153.8	6169	92	1155	664	47	395	5331	308	1800
ENSMUSG00000056544	Defb21	ENSMUST00000070722.3	0	0	0	0	0	0	39	88	300
ENSMUSG00000056553	Ptprn2	ENSMUST00000070733.9	7	0	7	0	0	0	166	32	3003
ENSMUSG00000056564	Olfr324	ENSMUST00000054683.8	0	0	0	0	0	0	76	47	999
ENSMUSG00000056569	Mpz	ENSMUST00000070758.10	0	0	0	1	0	0	1090	168	744
ENSMUSG00000056579	Tug1	ENSMUST00000193809.2	2007	15	32	57	14	51	442	744	426
ENSMUSG00000056586	Zar1l	ENSMUST00000118769.2	0	0	0	0	0	0	17	5	873
ENSMUSG00000056592	Zfp658	ENSMUST00000107972.8	0	0	4	7	0	6	498	336	2661
ENSMUSG00000056596	Trnp1	ENSMUST00000125541.2	2	0	0	7	0	3	892	93	669
ENSMUSG00000056598	Drc3	ENSMUST00000108723.9	0	0	15	0	0	19	106	242	1569
ENSMUSG00000056600	Olfr90	ENSMUST00000216488.2	14	0	0	57	0	0	1363	895	930
ENSMUSG00000056602	Fry	ENSMUST00000200863.2	219	0	149	43	0	113	1331	0	1957
ENSMUSG00000056605	Krt72	ENSMUST00000071104.6	0	0	0	0	0	0	391	2	1560
ENSMUSG00000056608	Chd9	ENSMUST00000048665.8	425	23	2656	124	28	644	2547	854	8607
ENSMUSG00000056612	Ppp1r14b	ENSMUST00000070850.8	355	4	114	201	47	1079	277	281	441
ENSMUSG00000056617	4931429L15Rik	ENSMUST00000159565.8	0	0	1	0	4	0	333	567	1137
ENSMUSG00000056629	Fkbp2	ENSMUST00000177752.9	330	34	308	33	8	88	132	112	420
ENSMUSG00000056632	Dsg3	ENSMUST00000070892.8	0	0	12	2	0	0	3132	101	2979
ENSMUSG00000056643	Chst13	ENSMUST00000070890.6	0	0	0	0	0	0	622	23	1008
