gene_id	gene_id_base	gene_name	transcript_id	chrom	strand	transcript_length	cds_length	utr_length	selection_score
ENSMUSG00000073245.11	ENSMUSG00000073245	Gm14819	ENSMUST00000101645.10	chrX	+	928	636	292	1|1|1|1|636|928
ENSMUSG00000073247.4	ENSMUSG00000073247	Gm10486	ENSMUST00000101647.4	chrX	+	924	636	288	1|1|1|1|636|924
ENSMUSG00000073255.11	ENSMUSG00000073255	Gm14632	ENSMUST00000101654.10	chrX	+	864	636	228	1|1|1|1|636|864
ENSMUSG00000073257.4	ENSMUSG00000073257	Gm10488	ENSMUST00000101657.4	chrX	+	874	636	238	1|1|1|1|636|874
ENSMUSG00000073267.6	ENSMUSG00000073267	Gm1993	ENSMUST00000120268.2	chrX	-	1131	636	495	0|1|1|1|636|1131
ENSMUSG00000073290.2	ENSMUSG00000073290	Gm10490	ENSMUST00000086274.3	chrX	+	360	360	0	0|1|0|1|360|360
ENSMUSG00000073291.4	ENSMUSG00000073291	Gm10491	ENSMUST00000085330.5	chrX	-	117	117	0	0|1|0|1|117|117
ENSMUSG00000073293.5	ENSMUSG00000073293	Nudt10	ENSMUST00000103006.4	chrX	-	1775	492	1283	1|1|1|1|492|1775
ENSMUSG00000073294.5	ENSMUSG00000073294	Ezhip	ENSMUST00000101698.4	chrX	-	1838	1404	434	1|0|1|1|1404|1838
ENSMUSG00000073295.5	ENSMUSG00000073295	Nudt11	ENSMUST00000103007.4	chrX	+	3036	492	2544	1|1|1|1|492|3036
ENSMUSG00000078206.2	ENSMUSG00000078206	Fthl17d	ENSMUST00000105004.2	chrX	-	856	528	328	0|1|1|1|528|856
ENSMUSG00000078208.2	ENSMUSG00000078208	Fthl17b	ENSMUST00000105006.2	chrX	-	842	528	314	0|1|1|1|528|842
ENSMUSG00000078213.4	ENSMUSG00000078213	Btbd35f4	ENSMUST00000105011.4	chrX	+	1491	1488	3	0|1|1|1|1488|1491
ENSMUSG00000078218.3	ENSMUSG00000078218	Btbd35f3	ENSMUST00000140300.2	chrX	+	1943	1488	455	0|1|1|1|1488|1943
ENSMUSG00000078315.6	ENSMUSG00000078315	Fam47c	ENSMUST00000105110.4	chrX	+	1639	1290	349	0|1|1|1|1290|1639
ENSMUSG00000078317.7	ENSMUSG00000078317	F8a	ENSMUST00000105111.4	chrX	+	2505	1143	1362	0|1|1|1|1143|2505
ENSMUSG00000078320.5	ENSMUSG00000078320	Tex13c1	ENSMUST00000105113.4	chrX	+	2074	1812	262	0|1|1|1|1812|2074
ENSMUSG00000078324.3	ENSMUSG00000078324	Btbd35f14	ENSMUST00000105117.3	chrX	-	1701	1494	207	0|1|1|1|1494|1701
ENSMUSG00000078346.4	ENSMUSG00000078346	H2al1n	ENSMUST00000105137.4	chrX	+	514	327	187	0|1|1|1|327|514
ENSMUSG00000079316.11	ENSMUSG00000079316	Rab9	ENSMUST00000112091.9	chrX	-	1447	603	844	1|1|1|1|603|1447
ENSMUSG00000079317.11	ENSMUSG00000079317	Trappc2	ENSMUST00000116495.8	chrX	+	1613	420	1193	1|1|1|1|420|1613
ENSMUSG00000079349.10	ENSMUSG00000079349	Magea5	ENSMUST00000169540.8	chrX	-	1563	960	603	0|1|1|1|960|1563
ENSMUSG00000079350.3	ENSMUSG00000079350	Magea8	ENSMUST00000070141.7	chrX	-	1646	960	686	1|1|1|1|960|1646
ENSMUSG00000079374.3	ENSMUSG00000079374	Gm8334	ENSMUST00000112755.3	chrX	-	1662	1659	3	0|1|0|1|1659|1662
ENSMUSG00000079387.11	ENSMUSG00000079387	Luzp4	ENSMUST00000163338.2	chrX	+	2025	1347	678	0|1|1|1|1347|2025
ENSMUSG00000079395.4	ENSMUSG00000079395	Gm15114	ENSMUST00000112788.4	chrX	+	1974	1299	675	0|1|1|1|1299|1974
ENSMUSG00000079418.6	ENSMUSG00000079418	Atg4a	ENSMUST00000112971.2	chrX	+	2202	1188	1014	1|1|1|1|1188|2202
ENSMUSG00000079428.9	ENSMUSG00000079428	Tceal7	ENSMUST00000113116.3	chrX	+	971	294	677	1|1|1|1|294|971
ENSMUSG00000079432.2	ENSMUSG00000079432	Gm15023	ENSMUST00000113183.2	chrX	-	3698	1401	2297	1|1|1|1|1401|3698
ENSMUSG00000079435.10	ENSMUSG00000079435	Rpl36a	ENSMUST00000113211.8	chrX	+	483	318	165	1|1|1|1|318|483
ENSMUSG00000079450.12	ENSMUSG00000079450	Cldn34c1	ENSMUST00000113348.8	chrX	+	3281	702	2579	1|1|1|1|702|3281
ENSMUSG00000079460.12	ENSMUSG00000079460	4933403O08Rik	ENSMUST00000152343.8	chrX	+	1520	1137	383	1|1|1|1|1137|1520
ENSMUSG00000079476.2	ENSMUSG00000079476	1700011M02Rik	ENSMUST00000113602.2	chrX	+	420	264	156	1|1|0|1|264|420
ENSMUSG00000079479.3	ENSMUSG00000079479	Gm9112	ENSMUST00000113610.3	chrX	-	420	225	195	0|1|1|1|225|420
ENSMUSG00000079480.4	ENSMUSG00000079480	Pin4	ENSMUST00000113627.4	chrX	+	489	393	96	1|1|1|1|393|489
ENSMUSG00000079481.12	ENSMUSG00000079481	Nhsl2	ENSMUST00000101339.8	chrX	+	12971	3657	9314	0|1|1|1|3657|12971
ENSMUSG00000079487.12	ENSMUSG00000079487	Med12	ENSMUST00000087948.11	chrX	+	6809	6570	239	1|1|1|1|6570|6809
ENSMUSG00000079508.9	ENSMUSG00000079508	Apoo	ENSMUST00000113897.9	chrX	+	1218	636	582	1|0|1|1|636|1218
ENSMUSG00000079509.11	ENSMUSG00000079509	Zfx	ENSMUST00000088102.12	chrX	-	7002	2397	4605	1|1|1|1|2397|7002
ENSMUSG00000079513.2	ENSMUSG00000079513	4932429P05Rik	ENSMUST00000113958.2	chrX	+	3093	2355	738	1|1|1|1|2355|3093
ENSMUSG00000079519.3	ENSMUSG00000079519	Gm14743	ENSMUST00000114026.3	chrX	-	759	513	246	1|1|1|1|513|759
ENSMUSG00000079521.3	ENSMUSG00000079521	Gm5938	ENSMUST00000114030.3	chrX	+	775	489	286	1|1|1|1|489|775
ENSMUSG00000079522.3	ENSMUSG00000079522	Gm14744	ENSMUST00000114039.3	chrX	+	800	519	281	1|1|1|1|519|800
ENSMUSG00000079525.2	ENSMUSG00000079525	Cldn34d	ENSMUST00000114054.2	chrX	-	1003	630	373	1|1|1|1|630|1003
ENSMUSG00000079531.2	ENSMUSG00000079531	Pwwp4d	ENSMUST00000114116.2	chrX	+	2857	2184	673	0|1|1|1|2184|2857
ENSMUSG00000079532.2	ENSMUSG00000079532	Ctag2l2	ENSMUST00000114117.2	chrX	+	776	624	152	0|1|1|1|624|776
ENSMUSG00000079534.2	ENSMUSG00000079534	Pwwp4c	ENSMUST00000114119.2	chrX	-	2861	2184	677	0|1|0|1|2184|2861
ENSMUSG00000079536.2	ENSMUSG00000079536	Ctag2l1	ENSMUST00000114125.2	chrX	-	627	624	3	0|1|1|1|624|627
ENSMUSG00000079566.2	ENSMUSG00000079566	Spin2d	ENSMUST00000114517.2	chrX	-	1015	708	307	1|1|1|1|708|1015
ENSMUSG00000079577.2	ENSMUSG00000079577	Gm14692	ENSMUST00000114672.2	chrX	+	782	687	95	0|1|1|1|687|782
ENSMUSG00000079578.2	ENSMUSG00000079578	Gm1140	ENSMUST00000114675.2	chrX	-	782	687	95	0|1|1|1|687|782
ENSMUSG00000079579.4	ENSMUSG00000079579	Gm6760	ENSMUST00000114682.4	chrX	-	604	261	343	1|1|1|1|261|604
ENSMUSG00000079583.10	ENSMUSG00000079583	Gm7073	ENSMUST00000190178.7	chrX	-	1419	1005	414	1|1|1|1|1005|1419
ENSMUSG00000079584.3	ENSMUSG00000079584	Tm9sf5	ENSMUST00000114725.3	chrX	+	2156	2013	143	0|1|1|1|2013|2156
ENSMUSG00000079593.12	ENSMUSG00000079593	4933416I08Rik	ENSMUST00000129769.9	chrX	-	1249	840	409	0|1|0|1|840|1249
ENSMUSG00000079600.3	ENSMUSG00000079600	Gm17604	ENSMUST00000114890.3	chrX	-	75	75	0	0|1|0|1|75|75
ENSMUSG00000079606.2	ENSMUSG00000079606	Fsip2l	ENSMUST00000114928.2	chrX	-	2122	1965	157	1|1|1|1|1965|2122
ENSMUSG00000079619.3	ENSMUSG00000079619	Cypt15	ENSMUST00000115114.3	chrX	+	519	261	258	1|1|1|1|261|519
ENSMUSG00000079626.3	ENSMUSG00000079626	Rhox7b	ENSMUST00000115156.2	chrX	-	1091	963	128	1|1|0|1|963|1091
ENSMUSG00000079627.3	ENSMUSG00000079627	Rhox2h	ENSMUST00000115162.2	chrX	-	779	573	206	1|1|1|1|573|779
ENSMUSG00000079628.4	ENSMUSG00000079628	Rhox4g	ENSMUST00000115166.3	chrX	-	979	615	364	1|1|1|1|615|979
ENSMUSG00000079629.6	ENSMUSG00000079629	Rhox2g	ENSMUST00000115169.4	chrX	-	795	573	222	1|1|1|1|573|795
ENSMUSG00000079630.3	ENSMUSG00000079630	Rhox4f	ENSMUST00000115170.3	chrX	-	948	615	333	1|1|1|1|615|948
ENSMUSG00000079633.4	ENSMUSG00000079633	Rhox4d	ENSMUST00000115175.4	chrX	+	936	615	321	1|1|1|1|615|936
ENSMUSG00000079635.3	ENSMUSG00000079635	Rhox4c	ENSMUST00000115183.2	chrX	+	903	615	288	1|1|1|1|615|903
ENSMUSG00000079636.12	ENSMUSG00000079636	Rhox3c	ENSMUST00000123851.8	chrX	+	655	561	94	1|0|0|0|561|655
ENSMUSG00000079637.11	ENSMUSG00000079637	Rhox2c	ENSMUST00000115190.11	chrX	+	762	573	189	0|1|1|1|573|762
ENSMUSG00000079638.9	ENSMUSG00000079638	Rhox2b	ENSMUST00000115191.7	chrX	+	799	573	226	1|1|1|1|573|799
ENSMUSG00000079639.5	ENSMUSG00000079639	Rhox4a	ENSMUST00000115194.5	chrX	+	925	615	310	1|1|1|1|615|925
ENSMUSG00000079641.4	ENSMUSG00000079641	Rpl39	ENSMUST00000115231.4	chrX	-	612	153	459	1|1|1|1|153|612
ENSMUSG00000079642.3	ENSMUSG00000079642	Gm6268	ENSMUST00000115253.3	chrX	+	1453	891	562	0|1|0|1|891|1453
ENSMUSG00000079655.10	ENSMUSG00000079655	Gm5168	ENSMUST00000089165.9	chrX	-	824	633	191	1|1|1|1|633|824
ENSMUSG00000079694.3	ENSMUSG00000079694	Gm14862	ENSMUST00000115553.3	chrX	-	870	243	627	1|1|0|1|243|870
ENSMUSG00000079697.2	ENSMUSG00000079697	Gm5751	ENSMUST00000115561.2	chrX	+	444	441	3	0|1|0|1|441|444
ENSMUSG00000079699.3	ENSMUSG00000079699	Gm6592	ENSMUST00000115563.2	chrX	+	507	504	3	0|1|1|1|504|507
ENSMUSG00000079701.8	ENSMUSG00000079701	Ssxb3	ENSMUST00000089374.11	chrX	-	824	510	314	1|1|1|1|510|824
ENSMUSG00000079702.6	ENSMUSG00000079702	Ssxb6	ENSMUST00000138642.3	chrX	-	518	510	8	1|1|1|1|510|518
ENSMUSG00000079703.13	ENSMUSG00000079703	Ssxb8	ENSMUST00000185125.8	chrX	-	559	510	49	0|1|1|1|510|559
ENSMUSG00000079704.3	ENSMUSG00000079704	Gm14459	ENSMUST00000115573.2	chrX	-	540	537	3	0|1|1|1|537|540
ENSMUSG00000079705.5	ENSMUSG00000079705	Ssxb1	ENSMUST00000037297.4	chrX	+	875	510	365	1|1|1|1|510|875
ENSMUSG00000079845.9	ENSMUSG00000079845	Xlr4a	ENSMUST00000078775.13	chrX	-	1162	645	517	1|1|1|1|645|1162
ENSMUSG00000080725.10	ENSMUSG00000080725	Gm6121	ENSMUST00000119231.8	chrX	-	924	636	288	0|1|1|1|636|924
ENSMUSG00000080933.5	ENSMUSG00000080933	Rhox3g	ENSMUST00000119965.3	chrX	-	991	480	511	0|1|1|1|480|991
ENSMUSG00000081044.9	ENSMUSG00000081044	AU015836	ENSMUST00000121565.8	chrX	+	2997	306	2691	1|0|0|1|306|2997
ENSMUSG00000081218.2	ENSMUSG00000081218	Gm4297	ENSMUST00000119285.2	chrX	-	2579	633	1946	0|1|1|1|633|2579
ENSMUSG00000081443.3	ENSMUSG00000081443	Gm3880	ENSMUST00000122154.3	chrX	-	337	216	121	0|1|0|1|216|337
ENSMUSG00000082226.5	ENSMUSG00000082226	Gm715	ENSMUST00000117865.3	chrX	+	1210	828	382	0|1|0|1|828|1210
ENSMUSG00000082229.2	ENSMUSG00000082229	Nap1l2	ENSMUST00000121720.2	chrX	-	2465	1380	1085	0|1|1|1|1380|2465
ENSMUSG00000082482.3	ENSMUSG00000082482	H2ab2	ENSMUST00000118616.3	chrX	+	348	345	3	0|1|1|1|345|348
ENSMUSG00000082639.9	ENSMUSG00000082639	Gm2012	ENSMUST00000121900.8	chrX	-	1131	636	495	0|1|1|1|636|1131
ENSMUSG00000083616.4	ENSMUSG00000083616	H2ab3	ENSMUST00000122050.2	chrX	-	348	345	3	0|1|1|1|345|348
ENSMUSG00000083628.2	ENSMUSG00000083628	Gm2030	ENSMUST00000119590.2	chrX	-	1129	636	493	0|1|1|1|636|1129
ENSMUSG00000083695.7	ENSMUSG00000083695	Rnf138rt1	ENSMUST00000059320.4	chrX	-	1191	744	447	0|1|1|1|744|1191
ENSMUSG00000084063.2	ENSMUSG00000084063	Gm5934	ENSMUST00000120734.2	chrX	-	2588	636	1952	0|1|1|1|636|2588
ENSMUSG00000085139.2	ENSMUSG00000085139	A730046J19Rik	ENSMUST00000135687.2	chrX	+	4707	267	4440	1|1|0|1|267|4707
ENSMUSG00000085584.4	ENSMUSG00000085584	Rtl9	ENSMUST00000165829.3	chrX	+	4104	4101	3	1|1|1|1|4101|4104
ENSMUSG00000086316.9	ENSMUSG00000086316	Nbdy	ENSMUST00000185492.7	chrX	+	1346	204	1142	1|1|0|1|204|1346
ENSMUSG00000087403.10	ENSMUSG00000087403	Kantr	ENSMUST00000195280.3	chrX	-	4212	228	3984	0|1|0|1|228|4212
ENSMUSG00000089768.3	ENSMUSG00000089768	Tmsb15b1	ENSMUST00000113071.2	chrX	-	439	135	304	0|1|1|1|135|439
ENSMUSG00000089996.7	ENSMUSG00000089996	Tmsb15b2	ENSMUST00000069803.5	chrX	-	450	135	315	0|1|1|1|135|450
ENSMUSG00000090084.8	ENSMUSG00000090084	Srpx	ENSMUST00000044789.10	chrX	-	2477	1392	1085	1|1|1|1|1392|2477
ENSMUSG00000090102.2	ENSMUSG00000090102	Tesl2	ENSMUST00000118300.2	chrX	-	1233	1230	3	0|1|0|1|1230|1233
ENSMUSG00000090110.9	ENSMUSG00000090110	Cmc4	ENSMUST00000033543.14	chrX	-	992	204	788	1|1|1|1|204|992
ENSMUSG00000090122.4	ENSMUSG00000090122	Kcne1l	ENSMUST00000134825.3	chrX	-	1543	429	1114	0|1|1|1|429|1543
ENSMUSG00000090132.3	ENSMUSG00000090132	Cypt2	ENSMUST00000041758.5	chrX	+	697	540	157	1|1|1|1|540|697
ENSMUSG00000090141.2	ENSMUSG00000090141	Gm614	ENSMUST00000101358.3	chrX	-	748	573	175	1|1|1|1|573|748
ENSMUSG00000090546.3	ENSMUSG00000090546	Cdr1	ENSMUST00000166381.3	chrX	-	1554	1551	3	0|1|1|1|1551|1554
ENSMUSG00000091497.2	ENSMUSG00000091497	Mageb11	ENSMUST00000172155.2	chrX	+	993	990	3	0|1|1|1|990|993
ENSMUSG00000091556.9	ENSMUSG00000091556	Gm14569	ENSMUST00000169499.2	chrX	-	5181	4911	270	0|1|0|1|4911|5181
ENSMUSG00000091736.4	ENSMUSG00000091736	Yy2	ENSMUST00000065806.5	chrX	-	2867	1134	1733	0|1|1|1|1134|2867
ENSMUSG00000091863.3	ENSMUSG00000091863	Cldn34a	ENSMUST00000238455.2	chrX	+	1050	633	417	0|1|1|1|633|1050
ENSMUSG00000092463.2	ENSMUSG00000092463	Gm20489	ENSMUST00000117736.2	chrX	-	1350	1347	3	0|1|0|1|1347|1350
ENSMUSG00000093806.4	ENSMUSG00000093806	Asmt	ENSMUST00000178693.4	chrX	+	1271	1161	110	1|1|1|1|1161|1271
ENSMUSG00000093923.8	ENSMUSG00000093923	Gm5935	ENSMUST00000101667.10	chrX	-	875	636	239	1|1|1|1|636|875
ENSMUSG00000094004.8	ENSMUSG00000094004	Gm5128	ENSMUST00000180198.2	chrX	+	3836	1389	2447	1|1|1|1|1389|3836
ENSMUSG00000094196.3	ENSMUSG00000094196	Magea3	ENSMUST00000079867.6	chrX	-	963	960	3	0|1|1|1|960|963
ENSMUSG00000094273.2	ENSMUSG00000094273	Btbd35f17	ENSMUST00000105014.2	chrX	+	1960	1494	466	0|1|1|1|1494|1960
ENSMUSG00000094307.2	ENSMUSG00000094307	Btbd35f28	ENSMUST00000105015.3	chrX	+	1960	1494	466	0|1|1|1|1494|1960
ENSMUSG00000094378.8	ENSMUSG00000094378	Gm15097	ENSMUST00000101180.8	chrX	+	2029	1347	682	0|1|1|1|1347|2029
ENSMUSG00000094391.2	ENSMUSG00000094391	Btbd35f29	ENSMUST00000179532.2	chrX	+	1497	1494	3	0|1|0|1|1494|1497
ENSMUSG00000094558.2	ENSMUSG00000094558	Btbd35f11	ENSMUST00000105020.2	chrX	-	1960	1494	466	0|1|1|1|1494|1960
ENSMUSG00000094577.8	ENSMUSG00000094577	Samt1b	ENSMUST00000177994.8	chrX	-	984	711	273	0|1|1|1|711|984
ENSMUSG00000094592.2	ENSMUSG00000094592	Samt1d	ENSMUST00000112565.2	chrX	-	984	711	273	0|1|1|1|711|984
ENSMUSG00000094596.2	ENSMUSG00000094596	Btbd35f20	ENSMUST00000179325.2	chrX	-	1960	1494	466	0|1|1|1|1494|1960
ENSMUSG00000094601.3	ENSMUSG00000094601	Gm5926	ENSMUST00000178459.3	chrX	+	1015	708	307	0|1|0|1|708|1015
ENSMUSG00000094624.2	ENSMUSG00000094624	Gm4836	ENSMUST00000179874.2	chrX	-	907	636	271	1|1|1|1|636|907
ENSMUSG00000094714.8	ENSMUSG00000094714	Gm16430	ENSMUST00000178145.8	chrX	+	703	465	238	1|1|1|1|465|703
ENSMUSG00000094759.8	ENSMUSG00000094759	Gm10487	ENSMUST00000180344.8	chrX	-	907	636	271	1|1|1|1|636|907
ENSMUSG00000094802.8	ENSMUSG00000094802	Samt1	ENSMUST00000178342.8	chrX	-	984	711	273	0|1|1|1|711|984
ENSMUSG00000094860.2	ENSMUSG00000094860	Btbd35f27	ENSMUST00000178143.2	chrX	+	1943	1494	449	0|1|1|1|1494|1943
ENSMUSG00000094861.2	ENSMUSG00000094861	Mageb6b1	ENSMUST00000063726.5	chrX	+	1035	1032	3	0|1|1|1|1032|1035
ENSMUSG00000094876.2	ENSMUSG00000094876	Btbd35f18	ENSMUST00000105019.3	chrX	+	1960	1494	466	0|1|1|1|1494|1960
ENSMUSG00000094885.8	ENSMUSG00000094885	Ott	ENSMUST00000177554.2	chrX	+	2028	1347	681	1|1|1|1|1347|2028
ENSMUSG00000094904.2	ENSMUSG00000094904	H2al1d	ENSMUST00000178595.2	chrX	+	318	315	3	0|1|1|1|315|318
ENSMUSG00000094941.2	ENSMUSG00000094941	Gm15093	ENSMUST00000179021.2	chrX	+	2022	1347	675	0|1|1|1|1347|2022
ENSMUSG00000094945.4	ENSMUSG00000094945	Rhox4a2	ENSMUST00000179915.4	chrX	+	901	615	286	1|1|0|1|615|901
ENSMUSG00000095063.2	ENSMUSG00000095063	Slx	ENSMUST00000096913.4	chrX	-	925	636	289	0|1|1|1|636|925
ENSMUSG00000095082.2	ENSMUSG00000095082	Gm15091	ENSMUST00000112740.2	chrX	+	2026	1347	679	0|1|1|1|1347|2026
ENSMUSG00000095180.11	ENSMUSG00000095180	Rhox5	ENSMUST00000184866.10	chrX	+	893	630	263	1|1|1|1|630|893
ENSMUSG00000095240.2	ENSMUSG00000095240	Cypt14	ENSMUST00000179096.2	chrX	-	508	261	247	1|1|1|1|261|508
ENSMUSG00000095293.8	ENSMUSG00000095293	Gm10058	ENSMUST00000079797.13	chrX	-	893	636	257	1|1|1|1|636|893
ENSMUSG00000095316.2	ENSMUSG00000095316	Gm21876	ENSMUST00000096511.5	chrX	-	282	282	0	0|1|0|1|282|282
ENSMUSG00000095413.2	ENSMUSG00000095413	H2al1e	ENSMUST00000178979.2	chrX	+	494	315	179	0|1|1|1|315|494
ENSMUSG00000095445.2	ENSMUSG00000095445	H2al1i	ENSMUST00000164729.3	chrX	+	318	315	3	0|1|1|1|315|318
ENSMUSG00000095474.3	ENSMUSG00000095474	Cldn34c2	ENSMUST00000238499.2	chrX	+	857	702	155	0|1|0|1|702|857
ENSMUSG00000095510.9	ENSMUSG00000095510	Rhox3f	ENSMUST00000115172.12	chrX	+	833	645	188	1|1|1|1|645|833
ENSMUSG00000095546.8	ENSMUSG00000095546	Gm10230	ENSMUST00000119362.8	chrX	-	867	636	231	1|1|1|1|636|867
ENSMUSG00000095601.9	ENSMUSG00000095601	Rhox3a2	ENSMUST00000096459.11	chrX	+	828	645	183	1|1|0|1|645|828
ENSMUSG00000095621.2	ENSMUSG00000095621	Gm15085	ENSMUST00000178169.2	chrX	+	2028	1347	681	1|1|1|1|1347|2028
ENSMUSG00000095655.2	ENSMUSG00000095655	H2al1f	ENSMUST00000179004.2	chrX	+	318	315	3	0|1|1|1|315|318
ENSMUSG00000095659.3	ENSMUSG00000095659	Spin2g	ENSMUST00000203586.2	chrX	-	1016	708	308	1|1|0|1|708|1016
ENSMUSG00000095662.2	ENSMUSG00000095662	H2al1g	ENSMUST00000179859.2	chrX	+	509	315	194	0|1|1|1|315|509
ENSMUSG00000095698.3	ENSMUSG00000095698	Rhox2d	ENSMUST00000115179.4	chrX	+	685	573	112	0|1|1|1|573|685
ENSMUSG00000095716.2	ENSMUSG00000095716	Btbd35f10	ENSMUST00000178621.2	chrX	-	1952	1494	458	0|1|1|1|1494|1952
ENSMUSG00000095741.4	ENSMUSG00000095741	Rhox2f	ENSMUST00000115173.5	chrX	+	799	573	226	0|1|1|1|573|799
ENSMUSG00000095754.3	ENSMUSG00000095754	Spin2f	ENSMUST00000177990.2	chrX	+	765	762	3	0|1|0|1|762|765
ENSMUSG00000095770.2	ENSMUSG00000095770	Gm21637	ENSMUST00000105124.3	chrX	+	778	708	70	0|1|1|1|708|778
ENSMUSG00000095814.2	ENSMUSG00000095814	Btbd35f7	ENSMUST00000105007.3	chrX	+	1960	1494	466	0|1|1|1|1494|1960
ENSMUSG00000095872.8	ENSMUSG00000095872	Gm15128	ENSMUST00000112814.8	chrX	+	2027	1347	680	1|1|0|1|1347|2027
ENSMUSG00000095887.8	ENSMUSG00000095887	Gm10096	ENSMUST00000180207.8	chrX	-	907	636	271	1|1|1|1|636|907
ENSMUSG00000095934.2	ENSMUSG00000095934	Btbd35f13	ENSMUST00000177912.2	chrX	+	1701	1494	207	0|1|1|1|1494|1701
ENSMUSG00000096072.2	ENSMUSG00000096072	Mageb6b2	ENSMUST00000101396.3	chrX	+	1035	1032	3	0|1|0|1|1032|1035
ENSMUSG00000096097.2	ENSMUSG00000096097	H2al1c	ENSMUST00000178806.2	chrX	+	318	315	3	0|1|1|1|315|318
ENSMUSG00000096194.3	ENSMUSG00000096194	Btbd35f2	ENSMUST00000179991.3	chrX	+	1907	1494	413	0|1|1|1|1494|1907
ENSMUSG00000096426.3	ENSMUSG00000096426	Btbd35f24	ENSMUST00000178080.3	chrX	-	1941	1494	447	0|1|0|1|1494|1941
ENSMUSG00000096457.8	ENSMUSG00000096457	Gm10147	ENSMUST00000075388.13	chrX	-	864	636	228	1|1|1|1|636|864
ENSMUSG00000096468.8	ENSMUSG00000096468	Gm16405	ENSMUST00000180150.8	chrX	+	703	465	238	1|1|1|1|465|703
ENSMUSG00000096508.8	ENSMUSG00000096508	Gm7903	ENSMUST00000113172.8	chrX	+	3677	1389	2288	1|1|1|1|1389|3677
ENSMUSG00000096620.3	ENSMUSG00000096620	Gm5169	ENSMUST00000096469.7	chrX	-	890	636	254	1|1|1|1|636|890
ENSMUSG00000096644.2	ENSMUSG00000096644	Magea1	ENSMUST00000078193.5	chrX	-	1108	960	148	0|1|1|1|960|1108
ENSMUSG00000096645.3	ENSMUSG00000096645	Spin2e	ENSMUST00000238728.2	chrX	-	1043	708	335	0|1|0|1|708|1043
ENSMUSG00000096788.9	ENSMUSG00000096788	Rhox2e	ENSMUST00000072167.10	chrX	+	799	573	226	0|1|1|1|573|799
ENSMUSG00000096834.8	ENSMUSG00000096834	Gm15127	ENSMUST00000101186.10	chrX	+	2026	1347	679	0|1|1|1|1347|2026
ENSMUSG00000096867.2	ENSMUSG00000096867	Samt1c	ENSMUST00000144098.2	chrX	-	984	711	273	0|1|1|1|711|984
ENSMUSG00000096915.2	ENSMUSG00000096915	Btbd35f6	ENSMUST00000179466.2	chrX	-	1497	1494	3	0|1|0|1|1494|1497
ENSMUSG00000096966.3	ENSMUSG00000096966	Gm18336	ENSMUST00000180787.3	chrX	-	2298	2295	3	0|1|0|1|2295|2298
ENSMUSG00000098078.2	ENSMUSG00000098078	Gm26992	ENSMUST00000182089.2	chrX	+	468	228	240	0|1|0|1|228|468
ENSMUSG00000098348.8	ENSMUSG00000098348	Btg1c	ENSMUST00000089060.5	chrX	-	1194	483	711	1|1|1|1|483|1194
ENSMUSG00000099443.2	ENSMUSG00000099443	H2al1h	ENSMUST00000177926.3	chrX	+	318	315	3	0|1|1|1|315|318
ENSMUSG00000099711.2	ENSMUSG00000099711	Btbd35f21	ENSMUST00000105017.5	chrX	+	1943	1494	449	0|1|1|1|1494|1943
ENSMUSG00000100133.2	ENSMUSG00000100133	Tgif2lx1	ENSMUST00000073857.6	chrX	-	1030	693	337	0|1|1|1|693|1030
ENSMUSG00000100194.2	ENSMUSG00000100194	Tgif2lx2	ENSMUST00000072518.8	chrX	+	1030	693	337	0|1|1|1|693|1030
ENSMUSG00000100200.2	ENSMUSG00000100200	H2al1m	ENSMUST00000073949.4	chrX	+	535	315	220	0|1|1|1|315|535
ENSMUSG00000100249.2	ENSMUSG00000100249	Btbd35f23	ENSMUST00000189190.2	chrX	+	1943	1494	449	0|1|1|1|1494|1943
ENSMUSG00000100448.2	ENSMUSG00000100448	H2al1k	ENSMUST00000178196.3	chrX	+	510	315	195	0|1|1|1|315|510
ENSMUSG00000100626.2	ENSMUSG00000100626	H2al1a	ENSMUST00000188439.2	chrX	+	501	315	186	0|1|1|1|315|501
ENSMUSG00000101294.2	ENSMUSG00000101294	Btbd35f15	ENSMUST00000186329.2	chrX	-	1917	1494	423	0|1|1|1|1494|1917
ENSMUSG00000101381.2	ENSMUSG00000101381	Btbd35f16	ENSMUST00000185755.2	chrX	-	1949	1494	455	0|1|1|1|1494|1949
ENSMUSG00000101500.2	ENSMUSG00000101500	Btbd35f12	ENSMUST00000178827.3	chrX	+	1908	1494	414	0|1|1|1|1494|1908
ENSMUSG00000101818.2	ENSMUSG00000101818	Gm28269	ENSMUST00000189511.2	chrX	-	559	375	184	0|1|0|1|375|559
ENSMUSG00000101819.2	ENSMUSG00000101819	H2al1b	ENSMUST00000189531.2	chrX	+	495	315	180	0|1|1|1|315|495
ENSMUSG00000105993.2	ENSMUSG00000105993	Tex13c2	ENSMUST00000197237.2	chrX	+	1834	1590	244	0|1|0|1|1590|1834
ENSMUSG00000108981.2	ENSMUSG00000108981	Gm15262	ENSMUST00000207320.2	chrX	+	5010	2184	2826	0|1|0|1|2184|5010
ENSMUSG00000109156.2	ENSMUSG00000109156	Gm45194	ENSMUST00000207962.2	chrX	+	1991	1717	274	0|1|0|1|1717|1991
ENSMUSG00000109368.2	ENSMUSG00000109368	Gm45015	ENSMUST00000207943.2	chrX	-	1364	552	812	0|1|0|1|552|1364
